dataset,view,feature,n,label_auroc,label_separation_auroc
ASVspoof5,preemphasized_crop,spectral_centroid_std_hz,10000,0.5136607200000001,0.5136607200000001
ASVspoof5,preemphasized_crop,spectral_bandwidth_hz,10000,0.44604496000000005,0.55395504
ASVspoof5,preemphasized_crop,spectral_rolloff85_hz,10000,0.42098149999999995,0.5790185000000001
ASVspoof5,preemphasized_crop,spectral_flatness,10000,0.49555491999999995,0.50444508
ASVspoof5,preemphasized_crop,spectral_slope_db_per_khz,10000,0.44402684,0.55597316
ASVspoof5,preemphasized_crop,low_high_energy_ratio_db,10000,0.5742404799999999,0.5742404799999999
ASVspoof5,preemphasized_crop,spectral_flux,10000,0.49947504,0.50052496
ASVspoof5,preemphasized_crop,f0_median_hz,8502,0.47102684757633584,0.5289731524236642
ASVspoof5,preemphasized_crop,f0_iqr_hz,8502,0.4573460057907622,0.5426539942092379
ASVspoof5,preemphasized_crop,voiced_fraction,10000,0.5696423399999999,0.5696423399999999
ASVspoof5,preemphasized_crop,hnr_db,8502,0.5792772725864076,0.5792772725864076
ASVspoof5,preemphasized_crop,cpp_proxy_db,8502,0.4039230421866768,0.5960769578133231
ASVspoof5,preemphasized_crop,jitter_proxy,8502,0.46955685505828393,0.5304431449417161
ASVspoof5,preemphasized_crop,shimmer_proxy_db,8502,0.53485514240051,0.53485514240051
ASVspoof5,preemphasized_crop,f0_delta_hz,8502,0.465679993979024,0.5343200060209761
ASVspoof5,preemphasized_crop,group_delay_var,10000,0.5559004,0.5559004
ASVspoof5,preemphasized_crop,inst_freq_dispersion,10000,0.41518906,0.58481094
ASVspoof5,preemphasized_crop,modulation_centroid_hz,10000,0.56147272,0.56147272
ASVspoof5,preemphasized_crop,modulation_entropy,10000,0.5446744400000001,0.5446744400000001
