dataset,model,view,feature,class_label,n,spearman_rho,spearman_p,partial_n,partial_spearman_rho,partial_spearman_p,orientation,analysis_stage,spearman_q,partial_spearman_q
ASVspoof5,Spectra-AASIST,preemphasized_crop,crest_factor_db,0,5000,-0.04388110457124418,0.0019119340760654442,5000,-0.0553698375748051,0.000299128299495889,negated_raw_is_spoof,screen,0.0026963687284700497,0.000564646677700105
ASVspoof5,Spectra-AASIST,preemphasized_crop,peak_dbfs,0,5000,-0.21618766000576844,5.867396567674234e-54,5000,-0.08010191849068193,1.6441420498136775e-07,negated_raw_is_spoof,screen,3.4892836225460934e-53,3.945940919552826e-07
ASVspoof5,Spectra-AASIST,preemphasized_crop,rms_dbfs,0,5000,-0.2164832311873292,4.190332992455226e-54,5000,-0.019987797785658724,0.1920707583566147,negated_raw_is_spoof,screen,2.503025574159922e-53,0.2366114566739598
ASVspoof5,Spectra-AASIST,preemphasized_crop,integrated_lufs,0,5000,-0.22045305243412205,4.3405008471518695e-56,5000,-0.24118423454088564,1.8401606764425086e-57,negated_raw_is_spoof,screen,2.7007560826722742e-55,1.818511727307891e-56
ASVspoof5,Spectra-AASIST,preemphasized_crop,silence_fraction,0,5000,0.025754687494954583,0.06861018423370245,5000,0.0660765502432861,1.5838816579038376e-05,negated_raw_is_spoof,screen,0.08337440109411944,3.347070673306223e-05
ASVspoof5,Spectra-AASIST,preemphasized_crop,clipping_fraction,0,5000,-0.14210023639277933,5.709414024346721e-24,5000,-0.05848296062787963,0.0001336126065731007,negated_raw_is_spoof,screen,1.6864730656531855e-23,0.00026063184794520656
ASVspoof5,Spectra-AASIST,preemphasized_crop,frame_rms_cv,0,5000,-0.009535978749439148,0.500220876239726,5000,0.023358512116689843,0.12737918760041353,negated_raw_is_spoof,screen,0.5344172159508678,0.1638254814688572
ASVspoof5,Spectra-AASIST,preemphasized_crop,frame_rms_range_db,0,5000,0.05270273634810945,0.0001927715924398691,5000,0.08785531065996093,9.230210061267585e-09,negated_raw_is_spoof,screen,0.00029711584889814685,2.3495080155953855e-08
ASVspoof5,Spectra-AASIST,preemphasized_crop,spectral_centroid_hz,0,5000,-0.26331416013256637,4.429041337114946e-80,5000,-0.19242775336908116,8.039826702163708e-37,negated_raw_is_spoof,screen,4.4756628248740506e-79,5.1701086544057526e-36
ASVspoof5,Spectra-AASIST,preemphasized_crop,spectral_centroid_std_hz,0,5000,-0.28004494144179765,9.252520756132191e-91,5000,-0.2286892954089345,1.1168749420108466e-51,negated_raw_is_spoof,screen,1.3089881996043858e-89,9.810979882761947e-51
ASVspoof5,Spectra-AASIST,preemphasized_crop,spectral_bandwidth_hz,0,5000,-0.19494511269380446,5.139055876851362e-44,5000,-0.1541731654618129,4.436764607025775e-24,negated_raw_is_spoof,screen,2.4755882073434517e-43,1.8930195656643303e-23
ASVspoof5,Spectra-AASIST,preemphasized_crop,spectral_rolloff85_hz,0,5000,-0.24207575063519612,1.3431484426455188e-67,5000,-0.17216827243840527,1.0466197957437703e-29,negated_raw_is_spoof,screen,1.008486875371831e-66,5.288184231126418e-29
ASVspoof5,Spectra-AASIST,preemphasized_crop,spectral_flatness,0,5000,-0.1757386547861994,5.726889155202862e-36,5000,-0.15610028935835008,1.1889007282847604e-24,negated_raw_is_spoof,screen,2.2181380474330393e-35,5.1544599316603805e-24
ASVspoof5,Spectra-AASIST,preemphasized_crop,spectral_slope_db_per_khz,0,5000,-0.27350694143627763,1.6990858874879924e-86,5000,-0.21716472481429888,1.1775568866172956e-46,negated_raw_is_spoof,screen,2.057271561066542e-85,9.709426108059173e-46
ASVspoof5,Spectra-AASIST,preemphasized_crop,low_high_energy_ratio_db,0,5000,0.24992021454680666,4.5270792314554415e-72,5000,0.17156565801237467,1.6545795210974825e-29,negated_raw_is_spoof,screen,3.68751181034916e-71,8.236129171685246e-29
ASVspoof5,Spectra-AASIST,preemphasized_crop,spectral_flux,0,5000,0.11354262095260494,8.097347844692664e-16,5000,0.08229802908407613,7.462460685639282e-08,negated_raw_is_spoof,screen,1.919371340964187e-15,1.8202444939199992e-07
ASVspoof5,Spectra-AASIST,preemphasized_crop,f0_median_hz,0,4222,-0.02756521971505757,0.073307261746886,4222,0.03276797586319327,0.05287847763995331,negated_raw_is_spoof,screen,0.08884126220722703,0.07433961710052014
ASVspoof5,Spectra-AASIST,preemphasized_crop,f0_iqr_hz,0,4222,-0.02717666441857544,0.07745305339655002,4222,-0.04036439486077851,0.01707747690202351,negated_raw_is_spoof,screen,0.09352821542224908,0.026231004521508113
ASVspoof5,Spectra-AASIST,preemphasized_crop,voiced_fraction,0,5000,-0.02442646634184437,0.0841608740016323,5000,-0.08712556156166566,1.2236132770975141e-08,negated_raw_is_spoof,screen,0.10081302554206222,3.1028985743755826e-08
ASVspoof5,Spectra-AASIST,preemphasized_crop,hnr_db,0,4222,0.006913653006892133,0.6533593633148197,4222,0.03730933749485886,0.027497036996990243,negated_raw_is_spoof,screen,0.6812373811443891,0.040880550579596116
ASVspoof5,Spectra-AASIST,preemphasized_crop,cpp_proxy_db,0,4222,-0.3019785929991454,9.669814744839915e-90,4222,-0.31158633729506524,1.8235365990540472e-79,negated_raw_is_spoof,screen,1.326146022149474e-88,2.785037714918908e-78
ASVspoof5,Spectra-AASIST,preemphasized_crop,jitter_proxy,0,4222,0.03622380974781928,0.018583253777941212,4222,0.004717288980811978,0.7805354894972695,negated_raw_is_spoof,screen,0.023741343229613108,0.8147881296531846
ASVspoof5,Spectra-AASIST,preemphasized_crop,shimmer_proxy_db,0,4222,0.002709262799645829,0.8603035698167021,4222,-0.0038303773634722083,0.8210175452600729,negated_raw_is_spoof,screen,0.8819588084162071,0.8488058314073368
ASVspoof5,Spectra-AASIST,preemphasized_crop,f0_delta_hz,0,4222,0.0033621585234871144,0.8271185324760489,4222,0.011817880510611486,0.4851583954657847,negated_raw_is_spoof,screen,0.8505335177106426,0.5397788770745154
ASVspoof5,Spectra-AASIST,preemphasized_crop,group_delay_var,0,5000,0.2268239733609589,2.342975686765059e-59,5000,0.15213577613090193,1.7528976815142005e-23,negated_raw_is_spoof,screen,1.5666464293593232e-58,7.271279271466313e-23
ASVspoof5,Spectra-AASIST,preemphasized_crop,inst_freq_dispersion,0,5000,-0.06282400347102778,8.764328749252678e-06,5000,-0.10808571981236748,1.5041987355267591e-12,negated_raw_is_spoof,screen,1.4578289404697525e-05,4.6156235172327955e-12
ASVspoof5,Spectra-AASIST,preemphasized_crop,modulation_centroid_hz,0,5000,-0.0321765150150606,0.022891331578721155,5000,-0.032346167416392284,0.034740329326185405,negated_raw_is_spoof,screen,0.028987217206824876,0.0506418121634171
ASVspoof5,Spectra-AASIST,preemphasized_crop,modulation_entropy,0,5000,-0.045218134640725376,0.001382684975518968,5000,-0.036594230986018224,0.016901820968118354,negated_raw_is_spoof,screen,0.0019706559990429404,0.025990900893765524
