model,item_id,family,template,k,n_steps,n_boundaries,method,control_of,attn_entropy,attn_text_mass,attn_per_occurrence,n_occ_cols,layer,layer_frac,d1,q_hat,r2,n_fit,d_median,n_eff,alpha,log_kf,floor,horizon
llasa1b,ct_blue_t4_k12,control_word,t4,12,684,12,attention,wr_blue_t4_k12,2.8111937046051025,0.003297150135040283,0.00015781323115030924,12,13,0.8666666666666667,49.50363330914295,0.967980357321548,0.10481582025653902,7,29.9288387298584,nan,nan,nan,12.059901237487793,43.39302048604807
llasa1b,ct_blue_t4_k12,control_word,t4,12,684,12,attention,wr_blue_t4_k12,2.8111937046051025,0.003297150135040283,0.00015781323115030924,12,14,0.9333333333333333,72.0546232951306,0.9855824406760081,0.01995125939601472,7,48.28128433227539,nan,nan,nan,18.040839672088623,95.35453376865239
llasa1b,ct_blue_t4_k12,control_word,t4,12,684,12,attention,wr_blue_t4_k12,2.8111937046051025,0.003297150135040283,0.00015781323115030924,12,15,1.0,217.30112201454764,0.94236670824982,0.1939204499629369,7,97.55103302001953,225.7624720918332,1.0698892334166699,0.5395409331000297,38.12021255493164,29.321363481254405
llasa1b,ct_blue_t4_k16,control_word,t4,16,655,16,attention,wr_blue_t4_k16,3.007575511932373,0.004769444465637207,0.00019422173500061035,16,0,0.0,nan,nan,nan,3,0.0,257.2770452500716,0.8129229939573247,3.6615951914120743,0.684734433889389,inf
llasa1b,ct_blue_t4_k16,control_word,t4,16,655,16,attention,wr_blue_t4_k16,3.007575511932373,0.004769444465637207,0.00019422173500061035,16,1,0.06666666666666667,nan,nan,nan,3,0.0,nan,nan,nan,1.0784475207328796,inf
llasa1b,ct_blue_t4_k16,control_word,t4,16,655,16,attention,wr_blue_t4_k16,3.007575511932373,0.004769444465637207,0.00019422173500061035,16,2,0.13333333333333333,nan,nan,nan,3,0.0,nan,nan,nan,1.1806843876838684,inf
llasa1b,ct_blue_t4_k16,control_word,t4,16,655,16,attention,wr_blue_t4_k16,3.007575511932373,0.004769444465637207,0.00019422173500061035,16,3,0.2,nan,nan,nan,3,0.0,nan,nan,nan,1.4041380882263184,inf
llasa1b,ct_blue_t4_k16,control_word,t4,16,655,16,attention,wr_blue_t4_k16,3.007575511932373,0.004769444465637207,0.00019422173500061035,16,4,0.26666666666666666,nan,nan,nan,3,0.0,nan,nan,nan,1.7103135585784912,inf
llasa1b,ct_blue_t4_k16,control_word,t4,16,655,16,attention,wr_blue_t4_k16,3.007575511932373,0.004769444465637207,0.00019422173500061035,16,5,0.3333333333333333,nan,nan,nan,3,0.0,305.23548567192967,0.7759339270848158,2.576168873868214,1.9094266891479492,inf
llasa1b,ct_blue_t4_k16,control_word,t4,16,655,16,attention,wr_blue_t4_k16,3.007575511932373,0.004769444465637207,0.00019422173500061035,16,6,0.4,nan,nan,nan,3,0.0,nan,nan,nan,2.0492557287216187,inf
