model,item_id,family,template,k,n_steps,n_boundaries,method,control_of,attn_text_entropy,attn_text_mass,attn_share,attn_share_max,attn_block_entropy,attn_unif_dev,attn_per_occurrence,n_occ_cols,layer,layer_frac,q_hat,r2,slope,sigma_early,sigma_late,sigma_ratio,q_bnd,r2_bnd,d1,d_median,n_eff,alpha,log_kf,floor,horizon_scale,horizon
xtts2,ct_blue_t4_k24,control_word,t4,24,373,24,attention,wr_blue_t4_k24,4.482580661773682,0.3189263343811035,0.0416666679084301,0.06465837359428406,3.1519463062286377,0.022991705685853958,0.0030660629272460938,24,6,0.2,0.9877765917444561,0.5170252480729992,-0.03689618555932978,0.48061393201351166,0.3916112929582596,0.8148146919454056,nan,nan,nan,0.0,nan,nan,nan,0.0,81.30921813519006,nan
xtts2,ct_blue_t4_k24,control_word,t4,24,373,24,attention,wr_blue_t4_k24,4.482580661773682,0.3189263343811035,0.0416666679084301,0.06465837359428406,3.1519463062286377,0.022991705685853958,0.0030660629272460938,24,9,0.3,0.9909965032325074,0.4400700277289753,-0.02713281954775425,0.5115486532449722,0.4397430866956711,0.8596310124290081,nan,nan,nan,0.0,133.64320078093803,1.019793131269842,1.1066178028522264,0.0,110.56720421996332,nan
xtts2,ct_blue_t4_k24,control_word,t4,24,373,24,attention,wr_blue_t4_k24,4.482580661773682,0.3189263343811035,0.0416666679084301,0.06465837359428406,3.1519463062286377,0.022991705685853958,0.0030660629272460938,24,12,0.4,0.9929737111798611,0.3988383933784333,-0.021153268279569832,0.552279144525528,0.4903048425912857,0.8877844609043034,nan,nan,nan,0.0,nan,nan,nan,0.0,141.82205606957606,nan
xtts2,ct_blue_t4_k24,control_word,t4,24,373,24,attention,wr_blue_t4_k24,4.482580661773682,0.3189263343811035,0.0416666679084301,0.06465837359428406,3.1519463062286377,0.022991705685853958,0.0030660629272460938,24,15,0.5,0.9933626452236366,0.41773305581391473,-0.019978439915303892,0.5900828540325165,0.5262673795223236,0.8918533658890615,nan,nan,nan,0.0,nan,nan,nan,0.0,150.16187513730245,nan
xtts2,ct_blue_t4_k24,control_word,t4,24,373,24,attention,wr_blue_t4_k24,4.482580661773682,0.3189263343811035,0.0416666679084301,0.06465837359428406,3.1519463062286377,0.022991705685853958,0.0030660629272460938,24,18,0.6,0.9957525921769944,0.2508036911037589,-0.012769361049012665,0.5950012505054474,0.5544063150882721,0.9317733611774928,nan,nan,nan,0.0,210.86884911285983,0.8365796507033787,0.13196308086983474,0.0,234.93736205633616,nan
xtts2,ct_blue_t4_k24,control_word,t4,24,373,24,attention,wr_blue_t4_k24,4.482580661773682,0.3189263343811035,0.0416666679084301,0.06465837359428406,3.1519463062286377,0.022991705685853958,0.0030660629272460938,24,21,0.7,0.9962670130924636,0.16445129599863617,-0.011219915675451912,0.6374310851097107,0.6013351678848267,0.9433728318745682,nan,nan,nan,0.0,nan,nan,nan,0.0,267.38168866667786,nan
xtts2,ct_blue_t4_k24,control_word,t4,24,373,24,attention,wr_blue_t4_k24,4.482580661773682,0.3189263343811035,0.0416666679084301,0.06465837359428406,3.1519463062286377,0.022991705685853958,0.0030660629272460938,24,24,0.8,0.9939379236003932,0.23624084119279165,-0.018241576145876206,0.7206252813339233,0.655769556760788,0.9100007642625536,nan,nan,nan,0.0,nan,nan,nan,0.0,164.45947301972598,nan
xtts2,ct_blue_t4_k24,control_word,t4,24,373,24,attention,wr_blue_t4_k24,4.482580661773682,0.3189263343811035,0.0416666679084301,0.06465837359428406,3.1519463062286377,0.022991705685853958,0.0030660629272460938,24,27,0.9,0.9889810914584377,0.2953590271628722,-0.03324019917327801,0.8554854094982147,0.7301414906978607,0.8534821080421763,nan,nan,nan,0.0,nan,nan,nan,0.0,90.25216679242205,nan
xtts2,ct_blue_t4_k24,control_word,t4,24,373,24,attention,wr_blue_t4_k24,4.482580661773682,0.3189263343811035,0.0416666679084301,0.06465837359428406,3.1519463062286377,0.022991705685853958,0.0030660629272460938,24,29,1.0,0.9812211957604777,0.27915536574400934,-0.05687209486613483,0.7506037354469299,0.591957300901413,0.788641560048919,nan,nan,nan,0.0,138.5207282235384,1.026517934619098,1.795241722644046,0.0,52.74994717640289,nan
xtts2,ct_blue_t4_k32,control_word,t4,32,534,32,attention,wr_blue_t4_k32,4.700542449951172,0.3286069631576538,0.03125,0.05291466414928436,3.4324538707733154,0.021664662286639214,0.002504125237464905,32,0,0.0,0.997254480767305,0.4229133641365518,-0.010997180333282943,0.9108008444309235,0.83484947681427,0.9166103456303792,nan,nan,nan,0.0,171.96749233914443,1.0173921248290265,2.0726685718332942,0.0,363.7295996587338,nan
